Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
10;J Kell;KLM Royal Dutch Airlines customer review;2014-03-17;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;5;n/a;n/a;yes
8;Jesperi Lauhio;KLM Royal Dutch Airlines customer review;2014-03-13;Not Verified;Finland;n/a;n/a;n/a;Economy Class;n/a;4;3;5;4;4;n/a;n/a;yes
8;Wodkiewicz Piotr;KLM Royal Dutch Airlines customer review;2014-03-12;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;3;n/a;n/a;yes
8;P Aidan;KLM Royal Dutch Airlines customer review;2014-03-11;Not Verified;United States;n/a;n/a;n/a;Premium Economy;n/a;4;5;5;4;3;n/a;n/a;yes
2;Pierre-Jean Trebuchet;KLM Royal Dutch Airlines customer review;2014-03-11;Not Verified;United Arab Emirates;n/a;n/a;n/a;Premium Economy;n/a;2;1;1;1;3;n/a;n/a;no
5;Ardhi Hidayat;KLM Royal Dutch Airlines customer review;2014-03-10;Not Verified;Malaysia;n/a;n/a;n/a;Economy Class;n/a;3;3;3;2;4;n/a;n/a;yes
5;B Millet;KLM Royal Dutch Airlines customer review;2014-03-10;Not Verified;France;n/a;n/a;n/a;Economy Class;n/a;4;1;4;3;n/a;n/a;n/a;no
3;B Ricketts;KLM Royal Dutch Airlines customer review;2014-03-06;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;2;4;1;4;n/a;n/a;n/a;no
1;T Ayakam;KLM Royal Dutch Airlines customer review;2014-03-04;Not Verified;United Kingdom;n/a;n/a;n/a;Premium Economy;n/a;2;3;2;2;3;n/a;n/a;no
7;Henk Dijk;KLM Royal Dutch Airlines customer review;2014-03-04;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;3;4;3;n/a;n/a;n/a;yes
10;Walsh Judy;KLM Royal Dutch Airlines customer review;2014-02-22;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
3;A Tungsiri;KLM Royal Dutch Airlines customer review;2014-02-20;Not Verified;Sweden;n/a;n/a;n/a;Business Class;n/a;2;3;2;2;n/a;n/a;n/a;no
6;N Gundersen;KLM Royal Dutch Airlines customer review;2014-02-12;Not Verified;Denmark;n/a;n/a;n/a;Economy Class;n/a;4;2;4;3;3;n/a;n/a;yes
9;Pym Mark;KLM Royal Dutch Airlines customer review;2014-02-10;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;3;5;4;2;n/a;n/a;yes
10;K Memmert;KLM Royal Dutch Airlines customer review;2014-02-05;Not Verified;Sweden;n/a;n/a;n/a;Business Class;n/a;4;4;5;5;4;n/a;n/a;yes
10;Simons Calvin;KLM Royal Dutch Airlines customer review;2014-02-04;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;3;5;5;4;n/a;n/a;yes
9;Mark Simons;KLM Royal Dutch Airlines customer review;2014-02-03;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;4;4;4;n/a;n/a;n/a;yes
10;D Keenan-Bokr;KLM Royal Dutch Airlines customer review;2014-01-31;Not Verified;Germany;n/a;n/a;n/a;Business Class;n/a;5;3;5;4;5;n/a;n/a;yes
6;Rudy Subarjo;KLM Royal Dutch Airlines customer review;2014-01-25;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;4;4;3;1;4;n/a;n/a;no
10;Zack Alexander;KLM Royal Dutch Airlines customer review;2014-01-23;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;5;n/a;n/a;yes
10;D Koppers;KLM Royal Dutch Airlines customer review;2014-01-21;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;5;5;5;4;5;n/a;n/a;yes
10;Ronald Petru;KLM Royal Dutch Airlines customer review;2014-01-20;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;3;n/a;n/a;yes
9;Ronald Petru;KLM Royal Dutch Airlines customer review;2014-01-20;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
5;Jurgen Berkeley;KLM Royal Dutch Airlines customer review;2014-01-17;Not Verified;Singapore;n/a;n/a;n/a;Economy Class;n/a;3;2;4;3;4;n/a;n/a;yes
10;J Binde;KLM Royal Dutch Airlines customer review;2014-01-17;Not Verified;Norway;n/a;n/a;n/a;Business Class;n/a;5;5;5;4;4;n/a;n/a;yes
10;E Brorson;KLM Royal Dutch Airlines customer review;2014-01-16;Not Verified;Luxembourg;n/a;n/a;n/a;Economy Class;n/a;5;5;5;4;n/a;n/a;n/a;yes
6;Graeme Baxter;KLM Royal Dutch Airlines customer review;2014-01-15;Not Verified;Zambia;n/a;n/a;n/a;Premium Economy;n/a;3;1;4;3;4;n/a;n/a;no
10;Luke McDonald;KLM Royal Dutch Airlines customer review;2014-01-13;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;4;n/a;n/a;yes
7;Tercon Bojan;KLM Royal Dutch Airlines customer review;2014-01-13;Not Verified;Singapore;n/a;n/a;n/a;Economy Class;n/a;5;3;2;3;1;n/a;n/a;yes
10;Pritchard Adrian;KLM Royal Dutch Airlines customer review;2014-01-10;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
5;B Ewald;KLM Royal Dutch Airlines customer review;2014-01-10;Not Verified;United Arab Emirates;n/a;n/a;n/a;Economy Class;n/a;4;4;3;5;4;n/a;n/a;yes
5;James Binos;KLM Royal Dutch Airlines customer review;2014-01-08;Not Verified;South Africa;n/a;n/a;n/a;Economy Class;n/a;n/a;1;3;3;1;n/a;n/a;no
8;Cindy McDougall;KLM Royal Dutch Airlines customer review;2014-01-07;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;2;2;4;3;4;n/a;n/a;yes
3;W Shumbairerwa;KLM Royal Dutch Airlines customer review;2014-01-07;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;2;2;4;4;3;n/a;n/a;no
9;T Whittington;KLM Royal Dutch Airlines customer review;2014-01-04;Not Verified;Sweden;n/a;n/a;n/a;Economy Class;n/a;5;4;4;4;4;n/a;n/a;yes
1;D Critchley;KLM Royal Dutch Airlines customer review;2014-01-04;Not Verified;United Arab Emirates;n/a;n/a;n/a;Business Class;n/a;1;1;2;1;1;n/a;n/a;no
8;Danzel Samuel;KLM Royal Dutch Airlines customer review;2014-01-02;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;4;5;5;4;4;n/a;n/a;yes
9;R Murad;KLM Royal Dutch Airlines customer review;2013-12-29;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;4;3;4;4;5;n/a;n/a;yes
3;C Cassius;KLM Royal Dutch Airlines customer review;2013-12-23;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;3;4;4;3;3;n/a;n/a;no
5;John Kolbert;KLM Royal Dutch Airlines customer review;2013-12-23;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;4;4;3;n/a;n/a;n/a;yes
2;M Noreisch;KLM Royal Dutch Airlines customer review;2013-12-16;Not Verified;Oman;n/a;n/a;n/a;Premium Economy;n/a;1;1;1;2;2;n/a;n/a;no
9;Phil Elderton;KLM Royal Dutch Airlines customer review;2013-12-11;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;5;n/a;n/a;yes
9;Hofkens Marc;KLM Royal Dutch Airlines customer review;2013-12-10;Not Verified;Belgium;n/a;n/a;n/a;Premium Economy;n/a;1;2;1;2;3;n/a;n/a;no
10;Hans Derksen;KLM Royal Dutch Airlines customer review;2013-12-09;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;4;n/a;n/a;yes
10;T Corcoran;KLM Royal Dutch Airlines customer review;2013-12-05;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;3;3;4;3;3;n/a;n/a;no
8;Hendrik Dijk;KLM Royal Dutch Airlines customer review;2013-12-03;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;5;4;4;4;3;n/a;n/a;yes
9;Biggles Janssen;KLM Royal Dutch Airlines customer review;2013-12-02;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;4;4;5;5;5;n/a;n/a;yes
6;Mike Brien;KLM Royal Dutch Airlines customer review;2013-11-29;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;3;3;4;4;4;n/a;n/a;yes
7;Joerg Boese;KLM Royal Dutch Airlines customer review;2013-11-28;Not Verified;Germany;n/a;n/a;n/a;Premium Economy;n/a;4;4;4;3;3;n/a;n/a;yes
7;H Van Der En;KLM Royal Dutch Airlines customer review;2013-11-27;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;2;3;4;n/a;n/a;yes
7;Fang Jun;KLM Royal Dutch Airlines customer review;2013-11-27;Not Verified;China;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;n/a;n/a;n/a;yes
2;Merry Benezra;KLM Royal Dutch Airlines customer review;2013-11-25;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;3;4;3;1;2;n/a;n/a;no
7;A Arriens;KLM Royal Dutch Airlines customer review;2013-11-21;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;3;4;3;3;n/a;n/a;yes
7;Andrés Maduro;KLM Royal Dutch Airlines customer review;2013-11-19;Not Verified;Panama;n/a;n/a;n/a;Premium Economy;n/a;3;3;4;2;4;n/a;n/a;no
10;C Hepworth;KLM Royal Dutch Airlines customer review;2013-11-18;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;5;n/a;n/a;yes
9;T Reus;KLM Royal Dutch Airlines customer review;2013-11-14;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;4;5;1;n/a;n/a;yes
8;A Aweidah;KLM Royal Dutch Airlines customer review;2013-11-08;Not Verified;Palestinian Territories;n/a;n/a;n/a;Economy Class;n/a;4;3;4;4;5;n/a;n/a;yes
8;J Douille;KLM Royal Dutch Airlines customer review;2013-11-08;Not Verified;Switzerland;n/a;n/a;n/a;Premium Economy;n/a;4;4;5;4;4;n/a;n/a;yes
4;M Vieira;KLM Royal Dutch Airlines customer review;2013-11-08;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;4;3;2;n/a;n/a;n/a;no
9;A Storey;KLM Royal Dutch Airlines customer review;2013-11-07;Not Verified;United States;n/a;n/a;n/a;Premium Economy;n/a;5;4;5;4;4;n/a;n/a;yes
5;G Hunter;KLM Royal Dutch Airlines customer review;2013-11-04;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;3;3;4;1;1;n/a;n/a;no
9;Verissimo Vieira Antonio;KLM Royal Dutch Airlines customer review;2013-11-04;Not Verified;Portugal;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;4;n/a;n/a;yes
4;Ouwendijk Marja;KLM Royal Dutch Airlines customer review;2013-10-29;Not Verified;Belgium;n/a;n/a;n/a;Business Class;n/a;2;2;1;1;n/a;n/a;n/a;no
10;R Hancock;KLM Royal Dutch Airlines customer review;2013-10-29;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
9;P Glass;KLM Royal Dutch Airlines customer review;2013-10-29;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;5;n/a;n/a;yes
3;C Wajsberg;KLM Royal Dutch Airlines customer review;2013-10-23;Not Verified;Israel;n/a;n/a;n/a;Business Class;n/a;2;2;4;1;3;n/a;n/a;no
1;Norman Brown;KLM Royal Dutch Airlines customer review;2013-10-22;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;2;2;3;2;3;n/a;n/a;no
9;G Lowe;KLM Royal Dutch Airlines customer review;2013-10-20;Not Verified;Thailand;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;2;n/a;n/a;yes
9;Julio Fernandez;KLM Royal Dutch Airlines customer review;2013-10-20;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;3;2;2;4;2;n/a;n/a;no
10;K Guitron;KLM Royal Dutch Airlines customer review;2013-10-07;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;4;3;5;5;4;n/a;n/a;yes
9;Dan Scott;KLM Royal Dutch Airlines customer review;2013-10-06;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;4;n/a;n/a;yes
10;E Clarke;KLM Royal Dutch Airlines customer review;2013-10-03;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
5;Khawla Amin;KLM Royal Dutch Airlines customer review;2013-10-02;Not Verified;Qatar;n/a;n/a;n/a;Economy Class;n/a;3;4;3;3;1;n/a;n/a;yes
10;Phil Elderton;KLM Royal Dutch Airlines customer review;2013-09-30;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;4;n/a;n/a;n/a;n/a;yes
6;Danzel Samuel;KLM Royal Dutch Airlines customer review;2013-09-29;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;3;5;4;1;5;n/a;n/a;yes
10;Brian Hewitt;KLM Royal Dutch Airlines customer review;2013-09-18;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;3;n/a;n/a;n/a;yes
9;S Minter;KLM Royal Dutch Airlines customer review;2013-09-18;Not Verified;Australia;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;5;n/a;n/a;yes
7;A Witham;KLM Royal Dutch Airlines customer review;2013-09-17;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;4;3;4;4;4;n/a;n/a;yes
9;Nilar Chit Tun;KLM Royal Dutch Airlines customer review;2013-09-17;Not Verified;United States;n/a;n/a;n/a;Business Class;n/a;4;3;4;3;4;n/a;n/a;yes
5;G Brand;KLM Royal Dutch Airlines customer review;2013-09-16;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;2;3;1;3;4;n/a;n/a;no
5;G Brand;KLM Royal Dutch Airlines customer review;2013-09-16;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;2;3;1;3;4;n/a;n/a;no
8;Schwatz Dor;KLM Royal Dutch Airlines customer review;2013-09-11;Not Verified;Israel;n/a;n/a;n/a;Economy Class;n/a;4;4;5;3;4;n/a;n/a;yes
9;A Hamid;KLM Royal Dutch Airlines customer review;2013-09-09;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;5;5;4;3;n/a;n/a;yes
9;C Garratt;KLM Royal Dutch Airlines customer review;2013-09-08;Not Verified;Luxembourg;n/a;n/a;n/a;Business Class;n/a;4;3;5;4;5;n/a;n/a;yes
9;Williams Anthony;KLM Royal Dutch Airlines customer review;2013-09-05;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;5;4;5;4;5;n/a;n/a;yes
2;L Paschalaki;KLM Royal Dutch Airlines customer review;2013-09-04;Not Verified;Greece;n/a;n/a;n/a;Economy Class;n/a;2;3;1;2;n/a;n/a;n/a;no
4;L Paschalaki;KLM Royal Dutch Airlines customer review;2013-09-04;Not Verified;Greece;n/a;n/a;n/a;Economy Class;n/a;3;4;2;2;n/a;n/a;n/a;no
6;E Cobb;KLM Royal Dutch Airlines customer review;2013-09-04;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;1;4;5;4;n/a;n/a;no
3;Marina Ziel;KLM Royal Dutch Airlines customer review;2013-09-02;Not Verified;France;n/a;n/a;n/a;Business Class;n/a;2;1;2;n/a;n/a;n/a;n/a;no
2;H Kariyawasam;KLM Royal Dutch Airlines customer review;2013-08-26;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;1;1;3;2;n/a;n/a;n/a;no
8;Ekaterina Kurs;KLM Royal Dutch Airlines customer review;2013-08-22;Not Verified;Russian Federation;n/a;n/a;n/a;Economy Class;n/a;4;3;5;4;1;n/a;n/a;yes
9;Henri Houzet;KLM Royal Dutch Airlines customer review;2013-08-22;Not Verified;France;n/a;n/a;n/a;Business Class;n/a;5;4;4;4;n/a;n/a;n/a;yes
10;Ivan Dzhur;KLM Royal Dutch Airlines customer review;2013-08-20;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;1;n/a;n/a;yes
10;Ahmad Liftawi;KLM Royal Dutch Airlines customer review;2013-08-18;Not Verified;Austria;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;5;n/a;n/a;yes
8;Iain Bagwell;KLM Royal Dutch Airlines customer review;2013-08-12;Not Verified;United States;n/a;n/a;n/a;Business Class;n/a;4;4;4;4;4;n/a;n/a;yes
8;Henk Dijk;KLM Royal Dutch Airlines customer review;2013-08-11;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;4;5;3;1;n/a;n/a;yes
1;Chris Cleverley;KLM Royal Dutch Airlines customer review;2013-08-08;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;3;2;1;1;3;n/a;n/a;no
2;Ashwin Doolabh;KLM Royal Dutch Airlines customer review;2013-08-07;Not Verified;Zimbabwe;n/a;n/a;n/a;Economy Class;n/a;2;2;3;1;4;n/a;n/a;no
9;Jan Willems;KLM Royal Dutch Airlines customer review;2013-08-05;Not Verified;Luxembourg;n/a;n/a;n/a;Premium Economy;n/a;5;4;5;4;3;n/a;n/a;yes
10;R Puri;KLM Royal Dutch Airlines customer review;2013-08-05;Not Verified;Bahrain;n/a;n/a;n/a;Economy Class;n/a;3;2;5;5;5;n/a;n/a;yes
n/a;R Pacey;KLM Royal Dutch Airlines customer review;2013-08-04;Not Verified;South Africa;n/a;n/a;n/a;Economy Class;n/a;1;2;2;2;3;n/a;n/a;no
n/a;M Pratchett;KLM Royal Dutch Airlines customer review;2013-07-31;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;1;1;1;1;1;n/a;n/a;no
10;Vincent Borlaug;KLM Royal Dutch Airlines customer review;2013-07-31;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;n/a;n/a;n/a;yes
9;Matias Burdman;KLM Royal Dutch Airlines customer review;2013-07-30;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
9;Brett Thompson;KLM Royal Dutch Airlines customer review;2013-07-29;Not Verified;Australia;n/a;n/a;n/a;Business Class;n/a;5;4;5;5;5;n/a;n/a;yes
5;J Joseph;KLM Royal Dutch Airlines customer review;2013-07-29;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;2;2;4;3;4;n/a;n/a;no
5;Alan Ward;KLM Royal Dutch Airlines customer review;2013-07-28;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;3;4;3;3;2;n/a;n/a;yes
5;V Thompson;KLM Royal Dutch Airlines customer review;2013-07-24;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;1;3;3;3;1;n/a;n/a;no
3;J Henderson;KLM Royal Dutch Airlines customer review;2013-07-24;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;3;3;5;3;3;n/a;n/a;no
10;T Casiu;KLM Royal Dutch Airlines customer review;2013-07-21;Not Verified;Austria;n/a;n/a;n/a;Premium Economy;n/a;5;4;5;5;5;n/a;n/a;yes
7;Jasper Schaap;KLM Royal Dutch Airlines customer review;2013-07-21;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;3;4;4;1;1;n/a;n/a;yes
2;Kathryn Tokgoz;KLM Royal Dutch Airlines customer review;2013-07-19;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;2;1;5;2;3;n/a;n/a;no
9;Steven Manootham;KLM Royal Dutch Airlines customer review;2013-07-17;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;5;3;5;4;5;n/a;n/a;yes
8;Michael Dielissen;KLM Royal Dutch Airlines customer review;2013-07-15;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;5;3;5;4;5;n/a;n/a;yes
10;L Fowler;KLM Royal Dutch Airlines customer review;2013-07-09;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;5;n/a;n/a;yes
10;Akram EL Dimerdash;KLM Royal Dutch Airlines customer review;2013-07-08;Not Verified;Egypt;n/a;n/a;n/a;Business Class;n/a;4;5;5;5;5;n/a;n/a;yes
10;A O'Brien;KLM Royal Dutch Airlines customer review;2013-07-04;Not Verified;Ireland;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
8;Shirley Turner;KLM Royal Dutch Airlines customer review;2013-07-03;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;3;4;4;4;n/a;n/a;yes
9;Sander Huizinga;KLM Royal Dutch Airlines customer review;2013-07-03;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;1;n/a;n/a;yes
2;P J Trebuchet;KLM Royal Dutch Airlines customer review;2013-07-03;Not Verified;United Arab Emirates;n/a;n/a;n/a;Premium Economy;n/a;1;2;1;1;2;n/a;n/a;no
1;Barbarsa van Egmond;KLM Royal Dutch Airlines customer review;2013-07-01;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;2;3;n/a;n/a;2;n/a;n/a;no
2;M Ellis;KLM Royal Dutch Airlines customer review;2013-07-01;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;2;2;3;1;1;n/a;n/a;no
9;Arne Haukeland;KLM Royal Dutch Airlines customer review;2013-07-01;Not Verified;Brazil;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;4;n/a;n/a;yes
5;S Ptctan;KLM Royal Dutch Airlines customer review;2013-07-01;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;2;2;3;3;1;n/a;n/a;no
7;Michael Connaughton;KLM Royal Dutch Airlines customer review;2013-07-01;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;3;4;3;3;n/a;n/a;yes
9;Youssef Ashraf;KLM Royal Dutch Airlines customer review;2013-06-25;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;4;4;5;3;3;n/a;n/a;yes
3;M Hoyle;KLM Royal Dutch Airlines customer review;2013-06-23;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;3;1;2;1;n/a;n/a;no
2;C Danielsson;KLM Royal Dutch Airlines customer review;2013-06-21;Not Verified;Sweden;n/a;n/a;n/a;Premium Economy;n/a;2;3;2;3;2;n/a;n/a;no
9;A Chappell;KLM Royal Dutch Airlines customer review;2013-06-19;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;4;3;5;5;n/a;n/a;n/a;yes
1;Jenny Li Ouw;KLM Royal Dutch Airlines customer review;2013-06-16;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;2;2;1;1;4;n/a;n/a;no
9;Tony Laverghetta;KLM Royal Dutch Airlines customer review;2013-06-09;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;4;4;5;3;4;n/a;n/a;yes
9;Y van Reeden;KLM Royal Dutch Airlines customer review;2013-06-09;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;5;4;5;5;5;n/a;n/a;yes
5;R Cohen;KLM Royal Dutch Airlines customer review;2013-06-06;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;n/a;4;3;2;1;n/a;n/a;no
9;James Williamson;KLM Royal Dutch Airlines customer review;2013-06-05;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;2;n/a;n/a;yes
8;John Stubbs;KLM Royal Dutch Airlines customer review;2013-06-04;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;4;3;3;n/a;n/a;yes
9;Yann Pleindoux;KLM Royal Dutch Airlines customer review;2013-06-04;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;5;3;5;4;5;n/a;n/a;yes
9;Deborah Beevor;KLM Royal Dutch Airlines customer review;2013-06-03;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;4;n/a;n/a;yes
7;B Sven;KLM Royal Dutch Airlines customer review;2013-06-02;Not Verified;South Africa;n/a;n/a;n/a;Business Class;n/a;4;3;4;4;5;n/a;n/a;yes
7;C Wajsberg;KLM Royal Dutch Airlines customer review;2013-06-02;Not Verified;Israel;n/a;n/a;n/a;Premium Economy;n/a;4;3;5;1;4;n/a;n/a;yes
10;Mariela Paredes;KLM Royal Dutch Airlines customer review;2013-06-02;Not Verified;Panama;n/a;n/a;n/a;Business Class;n/a;5;4;5;5;5;n/a;n/a;yes
7;B Sven;KLM Royal Dutch Airlines customer review;2013-06-02;Not Verified;South Africa;n/a;n/a;n/a;Business Class;n/a;4;3;4;4;5;n/a;n/a;yes
2;R Brook;KLM Royal Dutch Airlines customer review;2013-05-29;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;2;3;3;2;n/a;n/a;no
8;Peter Dolnik;KLM Royal Dutch Airlines customer review;2013-05-27;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;3;n/a;n/a;yes
5;Barry O'Connor;KLM Royal Dutch Airlines customer review;2013-05-27;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;3;5;3;4;5;n/a;n/a;no
1;Paul Michael Tan;KLM Royal Dutch Airlines customer review;2013-05-27;Not Verified;Philippines;n/a;n/a;n/a;Economy Class;n/a;1;3;2;1;4;n/a;n/a;no
8;Michael Little;KLM Royal Dutch Airlines customer review;2013-05-23;Not Verified;Australia;n/a;n/a;n/a;Premium Economy;n/a;5;5;4;4;n/a;n/a;n/a;yes
10;Alan Ward;KLM Royal Dutch Airlines customer review;2013-05-23;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;4;n/a;n/a;yes
8;I Gow;KLM Royal Dutch Airlines customer review;2013-05-19;Not Verified;Saudi Arabia;n/a;n/a;n/a;Economy Class;n/a;4;4;4;5;5;n/a;n/a;yes
8;S Humphrey;KLM Royal Dutch Airlines customer review;2013-05-13;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;3;4;3;3;n/a;n/a;yes
10;Alan Ward;KLM Royal Dutch Airlines customer review;2013-05-12;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;3;4;5;4;4;n/a;n/a;yes
4;E Westerdaal;KLM Royal Dutch Airlines customer review;2013-05-10;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;2;2;2;1;1;n/a;n/a;no
10;F Boer;KLM Royal Dutch Airlines customer review;2013-05-07;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;4;5;5;5;5;n/a;n/a;yes
10;Amanda Brown;KLM Royal Dutch Airlines customer review;2013-05-05;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;4;5;5;3;n/a;n/a;n/a;yes
8;L van der Veen;KLM Royal Dutch Airlines customer review;2013-05-05;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;4;5;3;n/a;n/a;yes
9;M Studzinski;KLM Royal Dutch Airlines customer review;2013-05-01;Not Verified;Poland;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;5;n/a;n/a;yes
